Id,Label,timeset,paper,authors,iv,country,year,game,community,indegree,outdegree,Degree
10.1098/rspb.2012.2773,"George, Gervais, Kline, Ludmer, Manson",,https://data.cooperationdatabank.org/id/ENG00975,"George, Gervais, Kline, Ludmer, Manson",Gender-related independent variables,USA,2012,Prisoner's Dilemma Game,37,3,13,16
10.1371/journal.pone.0092336,"Flegr, Gomez-Gardenes, Houdek, Kuběna, Lindová, Příplatová",,https://data.cooperationdatabank.org/id/ENG01416,"Flegr, Gomez-Gardenes, Houdek, Kuběna, Lindová, Příplatová","Period-related independent variables, Punishment-related independent variables",CZE,2013,Public Goods Game,17,0,14,14
10.1007/s10640-013-9741-0,"Flores, Mitani",,https://data.cooperationdatabank.org/id/ENG01710,"Flores, Mitani",Uncertainty-related independent variables,JPN,2010,Public Goods Game,131,0,2,2
10.1177/002200277501900405,"Smith, Tarte, Vernon",,https://data.cooperationdatabank.org/id/ENG02239,"Smith, Tarte, Vernon","Partner(s)' strategies-related independent variables, Perception of the partner(s)-related independent variables",USA,1975,Prisoner's Dilemma Game,133,2,9,11
10.1037/a0011991,"Breugelmans, Zeelenberg, de Hooge",,https://data.cooperationdatabank.org/id/ENG00660,"Breugelmans, Zeelenberg, de Hooge","Emotions-related independent variables, Personality-related independent variables",NLD,2007,Prisoner's Dilemma Game,23,7,4,11
10.1016/j.jesp.2009.04.010,"Cremer, Dijk, Wubben",,https://data.cooperationdatabank.org/id/ENG02599,"Cremer, Dijk, Wubben",Emotions-related independent variables,NLD,2008,Prisoner's Dilemma Game,23,0,2,2
10.1177/1043463107080449,"Kanazawa, Kiyonari, Mifune, Terai, Yamagishi",,https://data.cooperationdatabank.org/id/ENG02624,"Kanazawa, Kiyonari, Mifune, Terai, Yamagishi","Gender-related independent variables, Sequentiality-related independent variables",JPN,2007,Prisoner's Dilemma Game,23,16,13,29
10.1002/ejsp.592,"Cohen, Insko, Kirchner, Montoya, Rea, Wolf",,https://data.cooperationdatabank.org/id/ENG02583,"Cohen, Insko, Kirchner, Montoya, Rea, Wolf","Group Size-related independent variables, Intergroup Competition -related independent variables, Shadow of the Future-related independent variables",USA,2008,Prisoner's Dilemma Game,134,4,9,13
10.1177/0022002701045003002,Baron,,https://data.cooperationdatabank.org/id/ENG02706,Baron,"Intergroup Competition -related independent variables, PDG-related independent variables",USA,2001,Prisoner's Dilemma Game,134,7,4,11
10.3758/bf03332573,"Lindskold, Tedeschi",,https://data.cooperationdatabank.org/id/ENG01497,"Lindskold, Tedeschi","Gender-related independent variables, Reward-related independent variables",USA,1971,Prisoner's Dilemma Game,133,0,4,4
10.1016/j.joep.2016.04.003,"Böhm, Theelen",,https://data.cooperationdatabank.org/id/ENG00254,"Böhm, Theelen","Framing-related independent variables, Personality-related independent variables",DEU,2015,Public Goods Game,131,0,17,17
10.1017/S0033291714002414,"Anderson, Deakin, Elliott, Juhasz, McFarquhar, Pulcu, Sahakian, Thomas, Trotter, Zahn",,https://data.cooperationdatabank.org/id/ENG01949,"Anderson, Deakin, Elliott, Juhasz, McFarquhar, Pulcu, Sahakian, Thomas, Trotter, Zahn",Personality-related independent variables,GBR,2015,Prisoner's Dilemma Game,23,1,9,10
10.1177/002200277401800408,"Barnett, Braver",,https://data.cooperationdatabank.org/id/ENG00322,"Barnett, Braver","PDG-related independent variables, Reputation-related independent variables",USA,1974,Prisoner's Dilemma Game,133,5,10,15
10.1007/s10824-013-9206-x,"Chin, Ch’ng, Khoo",,https://data.cooperationdatabank.org/id/ENG00459,"Chin, Ch’ng, Khoo","Game Type-related independent variables, Priming-related independent variables",MYS,2013,Public Goods Game,131,0,8,8
10.1111/j.1465-7295.2007.00051.x,"SEFTON, SHUPP, WALKER",,https://data.cooperationdatabank.org/id/ENG02152,"SEFTON, SHUPP, WALKER","Period-related independent variables, Punishment-related independent variables, Reward-related independent variables",USA,2007,Public Goods Game,17,96,24,120
10.1093/scan/nst040,"Boone, Declerck, Kiyonari",,https://data.cooperationdatabank.org/id/ENG00685,"Boone, Declerck, Kiyonari","Hormones-related independent variables, Personality-related independent variables, Reputation-related independent variables, Sequentiality-related independent variables",BEL,2011,Prisoner's Dilemma Game,37,5,15,20
10.1177/0146167205282149,"Hart, Van Vugt",,https://data.cooperationdatabank.org/id/ENG01105,"Hart, Van Vugt","Group Size-related independent variables, Identification-related independent variables, Partner(s)' strategies-related independent variables",GBR,2004,Public Goods Game,23,1,6,7
10.2466/pr0.1974.34.2.623,"Horai, Lindskold",,https://data.cooperationdatabank.org/id/ENG01496,"Horai, Lindskold","Gender-related independent variables, Partner(s)' strategies-related independent variables",USA,1973,Prisoner's Dilemma Game,133,0,4,4
10.1257/aer.100.1.541,"Fischbacher, Gächter",,https://data.cooperationdatabank.org/id/ENG00866,"Fischbacher, Gächter",Preferences for Conditional Cooperation-related independent variables,CHE,2006,Public Goods Game,131,137,66,203
10.1016/j.socec.2008.04.002,Finocchiaro Castro,,https://data.cooperationdatabank.org/id/ENG00455,Finocchiaro Castro,"Ethnicity-related independent variables, Identification-related independent variables","GBR, ITA",2006,Public Goods Game,137,7,5,12
10.2307/2095951,"Dawes, Orbell",,https://data.cooperationdatabank.org/id/ENG01830,"Dawes, Orbell","Choices-related independent variables, PDG-related independent variables",USA,1993,Prisoner's Dilemma Game,132,32,4,36
10.3758/BF03342610,"Myers, Radinsky",,https://data.cooperationdatabank.org/id/ENG01960,"Myers, Radinsky","Group Size-related independent variables, Period-related independent variables",USA,1968,Prisoner's Dilemma Game,133,0,3,3
10.1177/0022002708322361,"Reuben, Riedl",,https://data.cooperationdatabank.org/id/ENG02017,"Reuben, Riedl","PGG-related independent variables, Punishment-related independent variables, Symmetry-related independent variables",NLD,2007,Public Goods Game,17,22,16,38
10.1080/00207597908246736,"Kalro, Misra",,https://data.cooperationdatabank.org/id/ENG01708,"Kalro, Misra",Sequentiality-related independent variables,IND,1979,Prisoner's Dilemma Game,133,1,4,5
10.1177/0022002782026004006,"Komorita, Lapworth",,https://data.cooperationdatabank.org/id/ENG01381,"Komorita, Lapworth","Choices-related independent variables, Group Size-related independent variables, PDG-related independent variables",USA,1981,Prisoner's Dilemma Game,23,6,9,15
10.1002/bdm.659,"De Cremer, Stouten",,https://data.cooperationdatabank.org/id/ENG02299,"De Cremer, Stouten",Emotions-related independent variables,BEL,2010,Prisoner's Dilemma Game,23,1,7,8
10.1016/j.jpubeco.2011.05.003,"Brekke, Hauge, Lind, Nyborg",,https://data.cooperationdatabank.org/id/ENG00330,"Brekke, Hauge, Lind, Nyborg",Institutional Choice-related independent variables,NOR,2008,Public Goods Game,131,6,17,23
10.1037/a0012976,"De Cremer, de Kwaadsteniet, van Dijk",,https://data.cooperationdatabank.org/id/ENG02452,"De Cremer, de Kwaadsteniet, van Dijk",Personality-related independent variables,NLD,2007,Public Goods Game,23,5,11,16
10.1016/j.jrp.2013.01.012,"Heydasch, Hilbig, Zettler",,https://data.cooperationdatabank.org/id/ENG02641,"Heydasch, Hilbig, Zettler","Age-related independent variables, PDG-related independent variables, Partner(s)' strategies-related independent variables, Personality-related independent variables",DEU,2013,Prisoner's Dilemma Game,132,5,21,26
10.1023/A:1016364608108,"Cooper, Stockman",,https://data.cooperationdatabank.org/id/ENG00548,"Cooper, Stockman","PDG-related independent variables, Sequentiality-related independent variables",USA,2002,Public Goods Game,23,1,4,5
10.1080/02699931.2010.485889,"Martinez, Rijsman, Zeelenberg",,https://data.cooperationdatabank.org/id/ENG01606,"Martinez, Rijsman, Zeelenberg",Emotions-related independent variables,NLD,2009,Prisoner's Dilemma Game,23,1,4,5
10.1093/jae/ejt019,"Kebede, Munro, Tarazona, Verschoor",,https://data.cooperationdatabank.org/id/ENG01298,"Kebede, Munro, Tarazona, Verschoor","Gender-related independent variables, Uncertainty-related independent variables",ETH,2009,Public Goods Game,131,1,1,2
10.1002/(sici)1099-0984(199905/06)13:3&lt165::aid-per322&gt3.0.co,,,https://data.cooperationdatabank.org/id/ENG00623,,"Perception of the partner(s)-related independent variables, Personality-related independent variables",NLD,1997,Prisoner's Dilemma Game,99,0,0,0
10.1007/s10683-017-9531-6,"Duffy, Fehr",,https://data.cooperationdatabank.org/id/ENG00741,"Duffy, Fehr",PDG-related independent variables,USA,2015,Prisoner's Dilemma Game,132,0,8,8
10.1111/j.1559-1816.2005.tb02212.x,"DeChurch, Gibson, Schweitzer",,https://data.cooperationdatabank.org/id/ENG02143,"DeChurch, Gibson, Schweitzer",Sequentiality-related independent variables,USA,2005,Prisoner's Dilemma Game,132,1,5,6
10.1016/j.jebo.2006.06.007,"Keser, Montmarquette",,https://data.cooperationdatabank.org/id/ENG01322,"Keser, Montmarquette","PGG-related independent variables, Uncertainty-related independent variables",CAN,2004,Public Goods Game,131,0,4,4
10.1016/j.jebo.2015.06.002,"de Haan, van Veldhuizen",,https://data.cooperationdatabank.org/id/ENG00658,"de Haan, van Veldhuizen","Cognitive load-related independent variables, Framing-related independent variables, PDG-related independent variables",NLD,2012,Prisoner's Dilemma Game,131,1,4,5
10.1007/s10683-015-9468-6,"Brandts, Rott, Solà",,https://data.cooperationdatabank.org/id/ENG00319,"Brandts, Rott, Solà","Communication-related independent variables, Leadership-related independent variables, Period-related independent variables",ESP,2014,Public Goods Game,131,0,27,27
10.1016/S0167-2681(97)00042-5,"Offerman, Schram, Sonnemans",,https://data.cooperationdatabank.org/id/ENG02248,"Offerman, Schram, Sonnemans","Framing-related independent variables, Personality-related independent variables",NLD,1996,Public Goods Game,131,28,7,35
10.1007/s10802-007-9113-8,"Easter, Ernst, McClure, Nelson, Parrish, Pine, Rilling, Thorne",,https://data.cooperationdatabank.org/id/ENG01645,"Easter, Ernst, McClure, Nelson, Parrish, Pine, Rilling, Thorne",Gender-related independent variables,USA,2007,Prisoner's Dilemma Game,37,11,4,15
10.1159/000117662,"Glueck, Mirabile, jr.",,https://data.cooperationdatabank.org/id/ENG01706,"Glueck, Mirabile, jr.",Acquaintance-related independent variables,USA,1979,Prisoner's Dilemma Game,100,0,0,0
10.1177/0022002703258795,"Decker, Stiehler, Strobel",,https://data.cooperationdatabank.org/id/ENG00682,"Decker, Stiehler, Strobel",Punishment-related independent variables,DEU,2003,Public Goods Game,17,10,5,15
10.1007/s12110-007-9012-2,"Burnham, Hare",,https://data.cooperationdatabank.org/id/ENG00376,"Burnham, Hare",Watching Eyes-related independent variables,USA,2007,Public Goods Game,137,17,10,27
10.1111/j.1542-4774.2011.01059.x,"Carpenter, Matthews",,https://data.cooperationdatabank.org/id/ENG00438,"Carpenter, Matthews",Punishment-related independent variables,USA,2010,Public Goods Game,17,8,15,23
10.1007/s10683-012-9348-2,"Bayer, Renner, Sausgruber",,https://data.cooperationdatabank.org/id/ENG00173,"Bayer, Renner, Sausgruber","Period-related independent variables, Uncertainty-related independent variables",AUS,2010,Public Goods Game,131,5,13,18
10.1007/s00182-017-0570-1,"Cartwright,Stepanova",,https://data.cooperationdatabank.org/id/ENG00444,"Cartwright,Stepanova","Group Size-related independent variables, PDG-related independent variables, Step-level PGG-related independent variables",GBR,2017,Public Goods Game,23,0,10,10
10.1016/j.worlddev.2010.09.011,"Iversen, Jackson, Kebede, Munro, Verschoor",,https://data.cooperationdatabank.org/id/ENG01211,"Iversen, Jackson, Kebede, Munro, Verschoor","Gender-related independent variables, PGG-related independent variables, Symmetry-related independent variables",UGA,2005,Other,131,2,0,2
10.1007/s10683-010-9268-y,Uler,,https://data.cooperationdatabank.org/id/ENG02423,Uler,"PGG-related independent variables, Power-related independent variables, Symmetry-related independent variables, Taxation-related independent variables",USA,2006,Public Goods Game,131,2,7,9
10.1007/s11238-012-9318-3,"Baron, Gong, Kunreuther",,https://data.cooperationdatabank.org/id/ENG00998,"Baron, Gong, Kunreuther",Group Size-related independent variables,USA,2012,Prisoner's Dilemma Game,134,3,1,4
10.1080/03610926.2010.491588,"González,González-Farías,Levati",,https://data.cooperationdatabank.org/id/ENG01001,"González,González-Farías,Levati",Period-related independent variables,DEU,2009,Public Goods Game,131,0,3,3
10.1037/a0020151,"Boone, Declerck, Emonds, Parizel, Vandervliet",,https://data.cooperationdatabank.org/id/ENG00775,"Boone, Declerck, Emonds, Parizel, Vandervliet","Game Type-related independent variables, Personality-related independent variables",BEL,2010,Prisoner's Dilemma Game,23,9,15,24
10.1016/j.jpubeco.2008.06.007,"Ahn, Isaac, Salmon",,https://data.cooperationdatabank.org/id/ENG00020,"Ahn, Isaac, Salmon","Matching-related independent variables, Reputation-related independent variables",USA,2007,Public Goods Game,131,14,4,18
10.1371/journal.pone.0027623,"El Mouden, Harrison, Szolnoki",,https://data.cooperationdatabank.org/id/ENG01102,"El Mouden, Harrison, Szolnoki","Education-related independent variables, Gender-related independent variables, PGG-related independent variables",GBR,2011,Public Goods Game,137,0,26,26
10.1016/j.jesp.2012.04.005,"Chai, Wilkowski",,https://data.cooperationdatabank.org/id/ENG02559,"Chai, Wilkowski",Reputation-related independent variables,USA,2011,Prisoner's Dilemma Game,137,0,6,6
10.2307/2786500,Bonacich,,https://data.cooperationdatabank.org/id/ENG00265,Bonacich,"Gender-related independent variables, PDG-related independent variables",USA,1972,Other,23,13,1,14
10.1177/1059712310366040,"Li, Rao, Shu Li, Wang",,https://data.cooperationdatabank.org/id/ENG01480,"Li, Rao, Shu Li, Wang","PDG-related independent variables, Partner(s)' strategies-related independent variables, Sequentiality-related independent variables",CHN,2010,Prisoner's Dilemma Game,23,0,4,4
10.1002/ejsp.1923,"Böhm, Kirchkamp, Rothermund",,https://data.cooperationdatabank.org/id/ENG00255,"Böhm, Kirchkamp, Rothermund","Group Size-related independent variables, Identification-related independent variables, State Trust-related independent variables",DEU,2011,Prisoner's Dilemma Game,134,2,11,13
10.1628/001522115x14180267843207,"Alberti, Cartwright",,https://data.cooperationdatabank.org/id/ENG00032,"Alberti, Cartwright","PGG-related independent variables, Step-level PGG-related independent variables, Symmetry-related independent variables",GBR,2012,Public Goods Game,101,0,0,0
10.1037/h0042023,Evans,,https://data.cooperationdatabank.org/id/ENG00807,Evans,"Communication-related independent variables, Incentives-related independent variables, Period-related independent variables, Punishment-related independent variables",USA,1963,Prisoner's Dilemma Game,133,18,1,19
10.1016/S0167-2681(01)00243-8,"Kirkwood, Solow",,https://data.cooperationdatabank.org/id/ENG02246,"Kirkwood, Solow","Gender-related independent variables, Identification-related independent variables",USA,2000,Public Goods Game,10,16,6,22
10.1371/journal.pone.0083700,"Cuesta, Giménez-Nadal, Gracia-Lazaro, Molina, Moreno, Perc, Sanchez",,https://data.cooperationdatabank.org/id/ENG01723,"Cuesta, Giménez-Nadal, Gracia-Lazaro, Molina, Moreno, Perc, Sanchez",Gender-related independent variables,ESP,2011,Prisoner's Dilemma Game,132,5,15,20
10.1016/j.anbehav.2012.07.019,"Burton-Chellew, West",,https://data.cooperationdatabank.org/id/ENG00378,"Burton-Chellew, West","Education-related independent variables, Feedback-related independent variables, Gender-related independent variables, Personality-related independent variables",GBR,2012,Public Goods Game,137,8,20,28
10.2139/ssrn.1354746,"Fuster, Meier",,https://data.cooperationdatabank.org/id/ENG00915,"Fuster, Meier","Punishment-related independent variables, Reward-related independent variables",USA,2009,Public Goods Game,102,0,0,0
10.1016/j.evolhumbehav.2006.06.003,"DeScioli, Kurzban, O'Brien",,https://data.cooperationdatabank.org/id/ENG01433,"DeScioli, Kurzban, O'Brien",Sequentiality-related independent variables,USA,2006,Prisoner's Dilemma Game,103,0,0,0
10.1257/aer.99.4.1335,"Kosfeld, Okada, Riedl",,https://data.cooperationdatabank.org/id/ENG01397,"Kosfeld, Okada, Riedl","Institutional Choice-related independent variables, PGG-related independent variables, Period-related independent variables, Taxation-related independent variables",NLD,2009,Public Goods Game,17,39,18,57
10.1007/s10683-011-9274-8,"Anderson, DiTraglia, Gerlach",,https://data.cooperationdatabank.org/id/ENG00060,"Anderson, DiTraglia, Gerlach","Ethnicity-related independent variables, Gender-related independent variables","CZE, USA",2008,Public Goods Game,10,1,13,14
10.1037/0022-3514.38.4.629,Fleishman,,https://data.cooperationdatabank.org/id/ENG00879,Fleishman,Criticality-related independent variables,USA,1979,Public Goods Game,23,3,0,3
10.1080/17470919.2013.835280,"Jeong, Park",,https://data.cooperationdatabank.org/id/ENG01870,"Jeong, Park",Gender-related independent variables,KOR,2012,Public Goods Game,10,0,25,25
10.1901/jeab.2004.82-161,"Rachlin, Yi",,https://data.cooperationdatabank.org/id/ENG02631,"Rachlin, Yi",Partner(s)' strategies-related independent variables,USA,2004,Prisoner's Dilemma Game,23,1,2,3
10.1177/002200277702100206,"Fox, Guyer",,https://data.cooperationdatabank.org/id/ENG00889,"Fox, Guyer","Group Size-related independent variables, Partner(s)' strategies-related independent variables",USA,1977,Prisoner's Dilemma Game,23,11,3,14
10.1177/0022002795039003007,"Nakamura, Saijo",,https://data.cooperationdatabank.org/id/ENG02088,"Nakamura, Saijo","PGG-related independent variables, Uncertainty-related independent variables",JPN,1991,Public Goods Game,131,27,7,34
10.1177/0146167274001001100,"Baefsky, Berger",,https://data.cooperationdatabank.org/id/ENG00116,"Baefsky, Berger","Gender Role-related independent variables, Perception of the partner(s)-related independent variables",USA,1974,Prisoner's Dilemma Game,37,3,2,5
10.1177/002200276400800206,"Bixenstine, Chambers, Wilson",,https://data.cooperationdatabank.org/id/ENG00233,"Bixenstine, Chambers, Wilson","Gender-related independent variables, PDG-related independent variables",GBR,1964,Prisoner's Dilemma Game,133,29,3,32
10.3731/topologica.1.019,Cassar,,https://data.cooperationdatabank.org/id/ENG00453,Cassar,Partner(s)' strategies-related independent variables,USA,2002,Prisoner's Dilemma Game,37,2,0,2
10.3758/BF03328294,"Evans,Crumbaugh",,https://data.cooperationdatabank.org/id/ENG00808,"Evans,Crumbaugh","Gender-related independent variables, Incentives-related independent variables, Sequentiality-related independent variables",USA,1966,Prisoner's Dilemma Game,133,7,7,14
10.1037//0022-3514.70.1.47,"Kiesler,Sproull,Waters",,https://data.cooperationdatabank.org/id/ENG01333,"Kiesler,Sproull,Waters",Partner type-related independent variables,USA,1994,Prisoner's Dilemma Game,134,9,12,21
10.1177/002200277602000406,"Bonacich, Kahan, Meeker, Shure",,https://data.cooperationdatabank.org/id/ENG00268,"Bonacich, Kahan, Meeker, Shure","Group Size-related independent variables, PDG-related independent variables",USA,1976,Prisoner's Dilemma Game,23,23,10,33
10.1162/rest.2009.10174,"Oberholzer-Gee, Waldfogel, White",,https://data.cooperationdatabank.org/id/ENG01815,"Oberholzer-Gee, Waldfogel, White","Age-related independent variables, Ethnicity-related independent variables, Gender-related independent variables, Perception of the partner(s)-related independent variables, Period-related independent variables",USA,2002,Prisoner's Dilemma Game,17,5,3,8
10.1016/j.geb.2014.01.002,"Funaki, Kamijo, Nihonsugi, Takeuchi",,https://data.cooperationdatabank.org/id/ENG01276,"Funaki, Kamijo, Nihonsugi, Takeuchi",Punishment-related independent variables,JPN,2010,Public Goods Game,17,3,19,22
10.1016/j.jpubeco.2010.07.004,"Gunnthorsdottir, McCabe, Seifert, Vragov",,https://data.cooperationdatabank.org/id/ENG01052,"Gunnthorsdottir, McCabe, Seifert, Vragov",PGG-related independent variables,USA,2009,Public Goods Game,131,6,7,13
10.1037/npe0000011,Kumakawa,,https://data.cooperationdatabank.org/id/ENG01425,Kumakawa,"Punishment-related independent variables, Reward-related independent variables",JPN,2012,Public Goods Game,17,0,20,20
10.1111/j.1465-7295.2011.00452.x,"MASCLET, NOUSSAIR, VILLEVAL",,https://data.cooperationdatabank.org/id/ENG01619,"MASCLET, NOUSSAIR, VILLEVAL",Punishment-related independent variables,FRA,2010,Public Goods Game,17,8,25,33
10.1080/00223980.1986.9712628,Coady,,https://data.cooperationdatabank.org/id/ENG00525,Coady,"Gender-related independent variables, Partner(s)' strategies-related independent variables",CAN,1985,Prisoner's Dilemma Game,104,0,0,0
10.1016/0047-2727(81)90013-X,"Ames, Marwell",,https://data.cooperationdatabank.org/id/ENG01613,"Ames, Marwell",Partner(s)' strategies-related independent variables,USA,1980,Public Goods Game,131,66,5,71
10.1016/j.econlet.2011.04.007,"Rivas, Sutter",,https://data.cooperationdatabank.org/id/ENG02037,"Rivas, Sutter",Leadership-related independent variables,DEU,2010,Public Goods Game,131,9,2,11
10.1016/j.joep.2015.10.001,"Kocher,Martinsson,Matzat,Wollbrant",,https://data.cooperationdatabank.org/id/ENG01371,"Kocher,Martinsson,Matzat,Wollbrant",Preferences for Conditional Cooperation-related independent variables,DEU,2010,Public Goods Game,137,4,17,21
10.1002/per.2410030306,"Liebrand, Van Lange",,https://data.cooperationdatabank.org/id/ENG02464,"Liebrand, Van Lange","Expectations-related independent variables, Perception of the partner(s)-related independent variables, Personality-related independent variables",USA,1988,Prisoner's Dilemma Game,23,13,6,19
10.1016/j.socec.2015.12.002,Kingsley,,https://data.cooperationdatabank.org/id/ENG01343,Kingsley,"PGG-related independent variables, Punishment-related independent variables, Symmetry-related independent variables",USA,2012,Public Goods Game,17,1,25,26
10.1037/0022-3514.86.4.585,"Hart, Van Vugt",,https://data.cooperationdatabank.org/id/ENG02479,"Hart, Van Vugt","Identification-related independent variables, Intergroup Competition -related independent variables",GBR,2002,Public Goods Game,23,6,9,15
10.1348/014466608x377396,"Lindeman, Lönnqvist, Verkasalo, Walkowitz, Wichardt",,https://data.cooperationdatabank.org/id/ENG01538,"Lindeman, Lönnqvist, Verkasalo, Walkowitz, Wichardt","Framing-related independent variables, Values-related independent variables",FIN,2007,Prisoner's Dilemma Game,105,0,0,0
10.1037/0022-3514.92.1.56,"Bartels, Baumeister, Ciarocco, DeWall, Twenge",,https://data.cooperationdatabank.org/id/ENG02416,"Bartels, Baumeister, Ciarocco, DeWall, Twenge",Ostracism-related independent variables,USA,2005,Prisoner's Dilemma Game,37,6,1,7
10.1016/j.evolhumbehav.2016.10.011,"Hildebrandt, Kaltwasser, Sommer, Wilhelm",,https://data.cooperationdatabank.org/id/ENG01270,"Hildebrandt, Kaltwasser, Sommer, Wilhelm","Emotions-related independent variables, Game Type-related independent variables, Personality-related independent variables",DEU,2015,Prisoner's Dilemma Game,23,0,10,10
10.1177/002200276901300107,Worchel,,https://data.cooperationdatabank.org/id/ENG02589,Worchel,PDG-related independent variables,USA,1969,Prisoner's Dilemma Game,133,1,9,10
10.1016/j.joep.2004.04.003,"Greiner, Vittoria Levati",,https://data.cooperationdatabank.org/id/ENG01018,"Greiner, Vittoria Levati","Group Size-related independent variables, Matching-related independent variables",DEU,2003,Public Goods Game,131,4,7,11
10.18352/ijc.752,"Bastakoti, Buisson, Mitra",,https://data.cooperationdatabank.org/id/ENG01714,"Bastakoti, Buisson, Mitra","Communication-related independent variables, Leadership-related independent variables, Step-level PGG-related independent variables",BGD,2014,Public Goods Game,131,0,14,14
10.1007/s11149-016-9296-4,Stafford,,https://data.cooperationdatabank.org/id/ENG00058,Stafford,"Game Duration-related independent variables, Punishment-related independent variables",USA,2003,Public Goods Game,106,0,0,0
10.1002/ejsp.2022,"Carlisle, Irwin, Shen, Tsang",,https://data.cooperationdatabank.org/id/ENG01199,"Carlisle, Irwin, Shen, Tsang",Identification-related independent variables,USA,2013,Public Goods Game,23,1,5,6
10.1006/jesp.1996.1319,"Kaufman-Gilliland, Kerr",,https://data.cooperationdatabank.org/id/ENG01316,"Kaufman-Gilliland, Kerr","Framing-related independent variables, PDG-related independent variables, Period-related independent variables",USA,1995,Public Goods Game,23,6,8,14
10.1002/bs.3830150208,"Bonoma, Lindskold, Tedeschi",,https://data.cooperationdatabank.org/id/ENG02365,"Bonoma, Lindskold, Tedeschi","Gender-related independent variables, Partner(s)' strategies-related independent variables",USA,1969,Prisoner's Dilemma Game,133,9,6,15
10.1111/j.2044-8309.1987.tb00770.x,"Messick, Rutte, Wilke",,https://data.cooperationdatabank.org/id/ENG02078,"Messick, Rutte, Wilke","Framing-related independent variables, Gender-related independent variables",NLD,1985,Public Goods Game,23,14,0,14
10.2139/ssrn.2556325,Kamei,,https://data.cooperationdatabank.org/id/ENG01272,Kamei,"Feedback-related independent variables, Reputation-related independent variables",USA,2014,Prisoner's Dilemma Game,132,0,5,5
10.1037/a0033002,"Harris, Liu, Poepsel, Schroeder",,https://data.cooperationdatabank.org/id/ENG01925,"Harris, Liu, Poepsel, Schroeder","Feedback-related independent variables, Institution  -related independent variables, Period-related independent variables",USA,2012,Other,134,0,10,10
10.1016/s0167-2681(01)00232-3,"Andrew Muller, Chan, Godby, Mestelman",,https://data.cooperationdatabank.org/id/ENG00464,"Andrew Muller, Chan, Godby, Mestelman",Taxation-related independent variables,CAN,1993,Public Goods Game,107,0,0,0
10.1177/1368430299023003,"Dijk, Wilke",,https://data.cooperationdatabank.org/id/ENG02449,"Dijk, Wilke","Partner(s)' strategies-related independent variables, Power-related independent variables",NLD,1998,Public Goods Game,23,2,22,24
10.1016/S0165-1765(02)00288-4,"Sutter, Weck-Hannemann",,https://data.cooperationdatabank.org/id/ENG02326,"Sutter, Weck-Hannemann","Institutional Choice-related independent variables, Taxation-related independent variables",AUT,2001,Public Goods Game,131,3,3,6
10.3390/g6040394,"Cox, Stoddard",,https://data.cooperationdatabank.org/id/ENG00569,"Cox, Stoddard","Feedback-related independent variables, Gender-related independent variables, Matching-related independent variables",USA,2015,Public Goods Game,131,2,16,18
10.1016/j.jebo.2017.07.009,"Nosenzo, Tufano",,https://data.cooperationdatabank.org/id/ENG01802,"Nosenzo, Tufano",Personality-related independent variables,GBR,2016,Public Goods Game,131,0,23,23
10.1080/00220388.2012.693169,"Billinger, Rosenbaum, Stieglitz",,https://data.cooperationdatabank.org/id/ENG02061,"Billinger, Rosenbaum, Stieglitz",Ethnicity-related independent variables,"KAZ, UZB",2010,Public Goods Game,131,0,27,27
10.3758/BF03342442,"Geiwitz, Tornatzky",,https://data.cooperationdatabank.org/id/ENG02402,"Geiwitz, Tornatzky","Perception of the partner(s)-related independent variables, Punishment-related independent variables",USA,1968,Prisoner's Dilemma Game,133,6,3,9
10.1037/t27758-000,"Gerbasi, Prentice",,https://data.cooperationdatabank.org/id/ENG00972,"Gerbasi, Prentice",Personality-related independent variables,USA,2012,Prisoner's Dilemma Game,108,0,0,0
10.1037//0022-3514.77.4.762,"van Lange,Visser",,https://data.cooperationdatabank.org/id/ENG02468,"van Lange,Visser","Partner(s)' strategies-related independent variables, Personality-related independent variables",NLD,1998,Prisoner's Dilemma Game,109,0,0,0
10.1007/978-0-387-72596-3_13,"Au, Ngan",,https://data.cooperationdatabank.org/id/ENG01779,"Au, Ngan",Feedback-related independent variables,HKG,2008,Public Goods Game,23,1,16,17
10.1037/h0032224,"Grzelak, Kelley",,https://data.cooperationdatabank.org/id/ENG01303,"Grzelak, Kelley",PDG-related independent variables,USA,1970,Prisoner's Dilemma Game,23,26,1,27
10.1086/669856,Gerkey,,https://data.cooperationdatabank.org/id/ENG00974,Gerkey,Framing-related independent variables,RUS,2011,Public Goods Game,137,4,19,23
10.3758/s13428-016-0799-9,"Keil, Klein, Leipold, Michel, Sierau, Sticca, White, von Klitzing",,https://data.cooperationdatabank.org/id/ENG01301,"Keil, Klein, Leipold, Michel, Sierau, Sticca, White, von Klitzing",Partner(s)' strategies-related independent variables,DEU,2016,Public Goods Game,10,0,8,8
10.1073/pnas.0709546105,"Krambeck, Marotzke, Milinski, Reed, Sommerfeld",,https://data.cooperationdatabank.org/id/ENG01697,"Krambeck, Marotzke, Milinski, Reed, Sommerfeld",Punishment-related independent variables,DEU,2007,Public Goods Game,23,16,8,24
10.1037/h0035725,Dion,,https://data.cooperationdatabank.org/id/ENG00714,Dion,"Identification-related independent variables, Perception of the partner(s)-related independent variables",CAN,1973,Prisoner's Dilemma Game,134,3,2,5
