Title,paper_ID,Authors & year,Language,Duplicates,,doi
Trust as commodity: Social value orientation affects the neural substrates of learning to cooperate,ENG01444,"Lambert, Declerck, Emonds, & Boone (2017)",ENG,,,10.1093/scan/nsw170
Shifting toward cooperative tendencies and forgiveness: How partner-focused prayer transforms motivation,ENG01445,"Lambert, Fincham, Dewall, Pond & Beach (2013)",ENG,,,10.1111/j.1475-6811.2012.01411.x
Toward an understanding of the economics of charity: evidence from a field experiment,ENG01446,"Landry, Lange, List, Price & Rupp (2006)",ENG,,,10.1162/qjec.2006.121.2.747
GABAergic modulation of human social interaction in a prisoner's dilemma model by acute administration of alprazolam,ENG01447,Lane & Gowin (2009),ENG,,,10.1097/FBP.0b013e32832ec62b
Providing public goods in two steps,ENG01448,Lange (2006),ENG,,,10.1016/j.econlet.2005.11.012
A fundraising mechanism inspired by historical tontines: Theory and experimental evidence,ENG01449,"Lange, List & Price (2007)",ENG,,,10.1016/j.jpubeco.2007.05.001
Constraints on the evolution of reciprocity: An experimental test with zebra finches,ENG01450,Larose & Dubois (2011),ENG,,,10.1111/j.1439-0310.2010.01850.x
The Claiming Effect: Why Players Are More Generous in Social Dilemmas Than in Ultimatum Games,ENG01451,Larrick & Blount (1997),ENG,,,10.1037/0022-3514.72.4.810
"Attributed power, response strategies and non-zero sum game behavior",ENG01452,Larsen (1972),ENG,,,10.2466/pr0.1972.30.3.821
Altruism spillovers: Are behaviors in context-free experiments predictive of altruism toward a naturally occurring public good?,ENG01453,Laury & Taylor (2008),ENG,,,10.2139/ssrn.894130
Anonymity and the voluntary provision of public goods,ENG01454,"Laury, Walker, & Williams (1995)",ENG,,,10.1016/0167-2681(94)00073-n
An Empirical Approach to the Prisoners' Dilemma Game,ENG01455,Lave (1962),ENG,,,10.2307/1879629
Factors affecting cooperation in the prisoner's dilemma,ENG01456,Lave (1965),ENG,,,10.1002/bs.3830100104
Commitment in exchange relations: Test of a theory of relational cohesion,ENG01457,Lawler & Yoon (1996),ENG,,,10.2307/2096408
Emotion and group cohesion in productive exchange,ENG01458,"Lawler, Thye, & Yoon (2000)",ENG,,,10.1086/318965
Heterogeneous networks do not promote cooperation when humans play a Prisoner's Dilemma,ENG01459,"Lázaro, Ferrer, Ruiz, Taracon, Cuesta, Sánchez & Moreno (2012)",ENG,,,10.1073/pnas.1206681109
Biased Social Perceptions of Knowledge: Implications for Negotiators' Rapport and Egocentrism,ENG01460,"Lee, Moeller, Kopelman & Ybarra (2015)",ENG,,,10.1111/ncmr.12047
Communication in intergroup conflicts,ENG01461,Leibbrandt & Sääksvuori (2012),ENG,,,10.1016/j.euroecorev.2012.05.003
Incomplete punishment networks in public goods games: experimental evidence,ENG01462,"Leibbrandt, Ramalingam, Sääksvuori & Walker (2015)",ENG,,,10.1007/s10683-014-9402-3
Individual and Developmental Differences in the Relationship Between Preferences and Theory of Mind,ENG01463,"Leipold, Vetter, Dittrich, Lehmann-Waffenschmidt & Kliegel (2013)",ENG,,,10.1037/npe0000008
Larger reward values alone are not enough to entice more cooperation,ENG01464,Leite (2011),ENG,,,10.1080/13546783.2010.537521
The pyeTribe: Simultaneous eyetracking for economic games,ENG01465,"Lejarraga, Schulte-Mecklenbeck, & Smedema (2017)",ENG,,,10.3758/s13428-016-0819-9
An endogenous-induction of gratitude and its effect on cooperation in a public good game,ENG01466,Leung (2012),ENG,,,NA
Voluntary contributions with risky and uncertain marginal returns: the importance of the parameter values,ENG01467,Levati & Morone (2013),ENG,,,10.1111/jpet.12043
An Application of the English Clock Market Mechanism to Public Goods Games,ENG01468,Levati & Neugebauer (2004),ENG,,,10.1023/b:exec.0000026977.32722.f1
Voluntary contributions with imperfect information: An experimental study,ENG01469,"Levati, Morone & Fiore (2009)",ENG,,,10.1007/s11127-008-9346-2
Are conditional cooperators willing to forgo efficiency gains? Evidence from a public goods experiment,ENG01470,"Levati, Ploner, & Traub (2011)",ENG,,,10.1080/00779954.2011.556069
Leading by Example in a Public Goods Experiment with Heterogeneity and Incomplete Information,ENG01471,"Levati, Sutter & Van der Heijden (2007)",ENG,,,10.1177/0022002707302796
"Leadership, cheap talk and really cheap talk",ENG01472,"Levy, Padgitt, Peart, Houser & Xiao (2011)",ENG,,,10.1016/j.jebo.2010.02.018
How does language affect decision-making in social interactions and decision biases?,ENG01473,Li (2017),ENG,,,10.1016/j.joep.2017.03.003
Examining whether there is a disjunction effect in Prisoner's Dilemma games,ENG01474,Li & Taplin (2002),ENG,,,NA
Uniform price mechanisms for threshold public goods provision with complete information: An experimental investigation,ENG01475,"Li, Anderson, & Swallow (2016)",ENG,,,10.1016/j.jpubeco.2016.09.004
Common identity and the voluntary provision of public goods: An experimental investigation,ENG01476,"Li, de Oliveira, & Eckel (2017)",ENG,,,10.1016/j.jebo.2017.07.004
Directed giving enhances voluntary giving to government,ENG01477,"Li, Eckel, Grossman & Brown (2015)",ENG,,,10.1016/j.econlet.2015.05.008
Flexibility of Theory of Mind in a Matrix Game When the Opponent's Level Changes,ENG01478,"Li, Liu, & Tang (2014)",ENG,,,10.5406/amerjpsyc.127.1.0075
Flexibility of Theory of Mind in a matrix game when partner's level is different,ENG01479,"Li, Liu, & Zhu (2011)",ENG,,,10.2466/04.10.22.PR0.109.5.675-685
Is There a Violation of Savage's Sure-Thing Principle in the Prisoner's Dilemma Game?,ENG01480,"Li, Wang, Rao & Li (2010)",ENG,,,10.1177/1059712310366040
The relationship between moral judgment and cooperation in children with high-functioning autism,ENG01481,"Li, Zhu & Gummerum (2014)",ENG,,,10.1038/srep04314
Social and non-social deficits in children with high-functioning autism and their cooperative behaviors,ENG01482,"Li, Zhu, Liu & Li (2014)",ENG,,,10.1016/j.rasd.2014.08.016
The effect of reciprocity disposition on giving and repaying reciprocity behavior,ENG01483,"Li, Zhu, Yu, Zhang, & Zhang (2017)",ENG,,,10.1016/j.paid.2017.01.007
The Name of the Game: Predictive Power of Reputations Versus Situational Labels in Determining Prisoner's Dilemma Game Moves,ENG01484,"Liberman, Samuels, & Ross (2004)",ENG,,,10.1177/0146167204264004
Ostracism and fines in a public goods game with accidental contributions: The importance of punishment type,ENG01485,Liddell & Kruschke (2014),ENG,,,NA
Human Behavior in a Strictly Determined 3 x 3 Matrix Game,ENG01486,Lieberman (1960),ENG,,,10.1002/bs.3830050406
"The effect of social motives, communication and group size on behavior in an N-person multi-stage mixed-motive game",ENG01487,Liebrand (1984),ENG,,,10.1002/ejsp.2420140302
The effects of social motives on behavior in social dilemmas in two cultures,ENG01488,Liebrand & Van Run (1985),ENG,,,10.1016/0022-1031(85)90008-3
Value orientation and conformity: A study using three types of social dilemma games,ENG01489,"Liebrand, Wilke, Vogel, & Wolters (1986)",ENG,,,10.1177/0022002786030001006
Social sanctions and informal accountability: Evidence from a laboratory experiment,ENG01490,Lierl (2016),ENG,,,10.1177/0951629815586885
Dynamic Tuning of Evaluations: Implicit Racial Attitudes Are Sensitive to Incentives for Intergroup Cooperation,ENG01491,Lin & Packer (2017),ENG,,,10.1521/soco.2017.35.3.245
Conciliatory strategies and relative power,ENG01492,Lindskold & Aronoff (1980),ENG,,,10.1016/0022-1031(80)90008-6
Attributing trust and conciliatory intent from coercive power capability,ENG01493,Lindskold & Bennett (1973),ENG,,,10.1037/h0035734
GRIT as a Foundation for Integrative Bargaining,ENG01494,Lindskold & Han (1988a),ENG,,,10.1177/0146167288142011
Group Resistance To Influence By a Conciliatory Member,ENG01495,Lindskold & Han (1988b),ENG,,,10.1177/104649648801900102
Effects of target's disclosure of intent on exercise of influence in conflict,ENG01496,Lindskold & Horai (1974),ENG,,,10.2466/pr0.1974.34.2.623
Reward power and attraction in interpersonal conflict,ENG01497,Lindskold & Tedeschi (1971),ENG,,,10.3758/bf03332573
Retaliation level as a foundation for subsequent conciliation,ENG01498,"Lindskold, Bennett & Wayner (1976)",ENG,,,10.1002/bs.3830210103
Transforming Competitive or Cooperative Climates,ENG01499,"Lindskold, Betz & Walters (1986)",ENG,,,10.1177/0022002786030001007
Relative costs and reactions to threats,ENG01500,"Lindskold, Bonoma, & Tedeschi (1969)",ENG,,,10.3758/BF03336284
Developmental Aspects of Reaction to Positive Inducements,ENG01501,"Lindskold, Cullen, Gahagan, Tedeschi (1970)",ENG,,,10.1037/h0030045
The ethical shift in the Prisoner's Dilemma Game,ENG01502,"Lindskold, Gahagan, & Tedeschi (1969)",ENG,,,10.3758/BF03336311
Repeated persuasion in interpersonal conflict,ENG01503,"Lindskold, Han & Betz (1986a)",ENG,,,10.1037/0022-3514.51.6.1183
The Essential Elements of Communication in the GRIT Strategy,ENG01504,"Lindskold, Han & Betz (1986b)",ENG,,,10.1177/0146167286122004
Cooperation and the use of coercion by groups and individuals,ENG01505,"Lindskold, McElwain & Wayner (1977)",ENG,,,10.1177/002200277702100309
Reward power and bilateral communication in conflict resolution,ENG01506,"Lindskold, Tedeschi, Bonoma, & Schkenker (1971)",ENG,,,10.3758/bf03332645
"Cooperators, competitors, and response to GRIT",ENG01507,"Lindskold, Walters, & Koutsourais (1983)",ENG,,,10.1177/0022002783027003007
Styles of announcing conciliation,ENG01508,Linkskold & Finch (1981),ENG,,,10.1177/002200278102500106
Group size and the free-rider hypothesis: An examination of new evidence from churches,ENG01509,Lipford (1993),ENG,,,10.1007/BF01047748
Voluntary provision of a pure public good as the game of 'chicken',ENG01510,Lipnowski & Maital (1983),ENG,,,10.1016/0047-2727(83)90033-6
"Young, Selfish and Male: Field Evidence of Social Preferences",ENG01511,List (2004),ENG,,,10.1046/j.0013-0133.2003.00180.x
Friend or Foe? A Natural Experiment of the Prisoner's Dilemma,ENG01512,List (2006),ENG,,,10.3386/w12097
The Effects of Seed Money and Refunds on Charitable Giving: Experimental Evidence from a University Capital Campaign,ENG01513,List & Lucking-Reiley (2002),ENG,,,10.1086/324392
"Behavior in certain zero-sum, two-person games",ENG01514,Littig (1965),ENG,,,10.1080/00224545.1965.9919627
Accuracy in discrimination of self-reported cooperators using static facial information,ENG01515,"Little, Jones, DeBruine & Dunbar (2013)",ENG,,,10.1016/j.paid.2012.10.018
Learning about a reciprocating opponent in an iterated prisoner's dilemma,ENG01516,Liu (2016),ENG,,,NA
An application of a dual-process approach to decision making in social dilemmas,ENG01517,Liu & Hao (2011b),ENG,,,10.5406/amerjpsyc.124.2.0203
Changes in cooperative behaviour and belief in finitely repeated social dilemmas,ENG01518,Liu & Hao (2015),ENG,,,http://10.1111/ajsp.12107
Information transparency and equilibrium selection in coordination games: an experimental study,ENG01519,Liu & Riyanto (2017),ENG,,,10.1007/s11238-016-9572-x
The limit to behavioral inertia and the power of default in voluntary contribution games,ENG01520,Liu & Riyanto (2017),ENG,,,10.1007/s00355-017-1036-x
Trust and online information-sharing in close relationships: a cross-cultural perspective,ENG01521,"Liu, Rau, & Wendler (2015)",ENG,,,10.1080/0144929X.2014.937458
Threshold-Level Public Goods Provision with Multiple Units: Experimental Effects of Disaggregated Groups with Rebates,ENG01522,"Liu, Swallow, & Anderson (2016)",ENG,,,10.3368/le.92.3.515
"Unbalanced triangle in the social dilemma of trust: Internet studies of real-time, real money social exchange between China, Japan, and Taiwan",ENG01523,"Liu, Yamagishi, Wang, Shug, Lin, Yu, Takahashi & Huang (2011)",ENG,,,10.1111/j.1467-839X.2011.01353.x
Temporal dynamics of cooperation,ENG01524,Locey & Rachlin (2011),ENG,,,10.1002/bdm.729
Commitment and self-control in a prisoner's dilemma game,ENG01525,Locey & Rachlin (2012),ENG,,,10.1901/jeab.2012.98-89
Real and hypothetical rewards in self-control and social discounting,ENG01526,"Locey, Jones & Rachlin (2011)",ENG,,,NA
Social discounting and the prisoner's dilemma game,ENG01527,"Locey, Safin & Rachlin (2013)",ENG,,,http://10.1002/jeab.3
Individual–group continuity in cooperation and competition under varying communication conditions,ENG01528,Lodewijkx (2001),ENG,,,NA
"""Better to be safe than to be sorry"": Extinguishing the individual – group discontinuity effect in competition by cautious reciprocation",ENG01529,"Lodewijkx, Rabbie, & Visser (2006)",ENG,,,10.1080/10463280601043430
Competition between individuals and groups: Do incentives matter?: A group adaptiveness perspective,ENG01530,"Lodewijkx, Wildschut, Syroit, Visser, & Rabbie (1999)",ENG,,,10.1177/104649649903000401
Smart or selfish: When smart guys finish nice,ENG01531,Lohse (2016),ENG,,,10.1016/j.socec.2016.04.002
Giving is a question of time: response times and contributions to an environmental public good,ENG01532,"Lohse, Goeschl, & Diederich (2017)",ENG,,,10.1007/s10640-016-0029-z
Contrasting effects of a hot and a cool system in anger regulation on cooperative behaviours,ENG01533,"Lok, Bond & Tse (2009)",ENG,,,10.1080/00207590802236241
Public commitment making as a structural solution in social dilemmas,ENG01534,"Lokhorst, van Dijk, & Staats (2009)",ENG,,,10.1016/j.jenvp.2009.05.003
Judgement and Behaviour in the Prisoner's Dilemma: The Impact of Moral and Strategic Considerations,ENG01535,"Lönnqvist, Sprenger, Verkasalo, Walkowitz, & Wichardt (2012)",ENG,,,10.2139/ssrn.2014854
It pays to pay—Big Five personality influences on co-operative behaviour in an incentivized and hypothetical prisoner's dilemma game,ENG01536,"Lönnqvist, Verkasalo & Walkowitz (2011)",ENG,,,10.1016/j.paid.2010.10.009
Personal values and prosocial behaviour in strategic interactions: Distinguishing value-expressive from value-ambivalent behaviours,ENG01537,"Lönnqvist, Verkasalo, Wichardt & Walkowitz (2013)",ENG,,,10.1002/ejsp.1976
"The moderating effect of conformism values on the relations between other personal values, social norms, moral obligation, and single altruistic behaviours",ENG01538,"Lönnqvist, Walkowitz, Wichardt, Lindeman & Verkasalo (2009)",ENG,,,10.1348/014466608x377396
"Communication, the development of trust, and cooperative behavior",ENG01539,Loomis (1959),ENG,,,10.1177/001872675901200402
Effects of harvest information and motivational orientation on harvest of a declining renewable resource,ENG01540,"Loomis, Samuelson, & Sell (1995)",ENG,,,10.1080/08941929509380895
From Self-Interest Motives to Justice Motives: The Challenges of Some Experimental Results,ENG01541,Lopes (2008),ENG,,,10.1111/j.1536-7150.2008.00571.x
Correlations of selected cognitive styles with cooperation in a prisoner's dilemma game,ENG01542,Lopez (1995),ENG,,,10.2466/pr0.1995.77.1.242
Understanding the black box of communication in a common-pool resource field experiment,ENG01543,Lopez & Villamayor-Tomas (2017),ENG,,,10.1016/j.envsci.2016.12.002
On approval and disapproval: Theory and experiments,ENG01544,López-Pérez & Vorsatz (2010),ENG,,,10.1016/j.joep.2010.03.016
Comparing the effectiveness of regulation and pro-social emotions to enhance cooperation: experimental evidence from fishing communities in Colombia,ENG01545,"Lopez, Murphy, Spraggon, & Stranlund (2012)",ENG,,,10.1111/j.1465-7295.2010.00344.x
Third-party cooperation: How reducing material involvement enhances contributions to the public good,ENG01546,"Losecaat Vermeer, Heerema, & Sanfey (2016)",ENG,,,10.1177/0146167216629123
"An Experimental Inquiry into the Nature of Relational Goods, and Their Impact on Co-operation",ENG01547,"Lotito, Migheli & Ortona (2015)",ENG,,,10.1007/s10726-014-9409-3
Is cooperation instinctive? Evidence from the response times in a public goods game,ENG01548,"Lotito, Migheli, & Ortona (2013)",ENG,,,10.1007/s10818-012-9141-5
Spontaneous giving under structural inequality: Intuition promotes cooperation in asymmetric social dilemmas,ENG01549,Lotz (2015),ENG,,,10.1371/journal.pone.0131562
Getting off on the wrong foot: The timing of a breach and the restoration of trust,ENG01550,"Lount Jr., Zhong, Slvanathan & Murnighan (2008)",ENG,,,10.1177/0146167208324512
Cooperation limitations under a one-time threat of expulsion and punishment,ENG01551,Lowen & Schmitt (2013),ENG,,,10.1016/j.socec.2013.02.017
Personality and behavior in social dilemmas: Testing the Situational Strength Hypothesis and the role of hypothetical versus real incentives,ENG01552,Lozano (2016),ENG,,,10.1111/jopy.12139
The Situational Strength Hypothesis and the Measurement of Personality,ENG01553,Lozano (2018),ENG,,,10.1177/1948550617699256
Cooperativeness and competitiveness as two distinct constructs: Validating the Cooperative and Competitive Personality Scale in a social dilemma context,ENG01554,"Lu, Au, Jiang, Xie, & Yam (2013)",ENG,,,10.1080/00207594.2012.743666
Social structure and cognitive orientation,ENG01555,"Lucas et al., (2017a)",ENG,,,10.1108/S0882-614520170000034006
Effects of Social Context on Holistic Versus Analytic Orientation: A Cross-Cultural Experiment,ENG01556,"Lucas et al., (2017b)",ENG,,,10.1080/00207659.2017.1372100
Anchoring Effects and Participant Numbers: Evidence from a Public Good Game,ENG01557,Luccasen (2012a),ENG,,,10.1111/j.1540-6237.2012.00866.x
Individual differences in contributions and crowding-out of a public good,ENG01558,Luccasen (2012b),ENG,,,10.1111/j.1467-9485.2012.00587.x
An experimental study of finitely and infinitely repeated linear public goods games,ENG01559,"Lugovskyy, Puzzello, Sorensen, Walker, & Williams (2017)",ENG,,,10.1016/j.geb.2017.01.004
Impact of short social training on prosocial behaviors: An fMRI study,ENG01560,Lukinova & Myagkov (2016),ENG,,,10.3389/fnsys.2016.00060
Perception and information in strategic thinking,ENG01561,Lumsden (1966),ENG,,,10.1177/002234336600300304
Social position and cognitive style in strategic thinking,ENG01562,Lumsden (1967),ENG,,,10.1177/002234336700400305
The power of subliminal and supraliminal eye contact on social decision making: An individual-difference perspective,ENG01563,"Luo, Zhang, Tao, & Geng (2016)",ENG,,,10.1016/j.concog.2016.01.001
Risk-Taking in Cooperative and Competitive Dyads,ENG01564,"Lupfer, Jones, Spaulding & Archer (1971)",ENG,,,10.1177/002200277101500309
Internationalism as a Predictor of Cooperative Behavior,ENG01565,Lutzker (1960),ENG,,,10.1177/002200276000400404
"Sex role, cooperation and competition in a two person non-zero-sum game",ENG01566,Lutzker (1961),ENG,,,10.1177/002200276100500403
Machiavellianism in strangers affects cooperation,ENG01567,Lyons & Aitken (2008),ENG,,,10.1556/JEP.6.2008.3.2
Opposing oxytocin effects on intergroup cooperative behavior in intuitive and reflective minds,ENG01568,"Ma, Liu, Rand, Heatherton, & Han (2015)",ENG,Duplicate,,10.1038/npp.2015.87
"Dilemmas, coordination and defection: How uncertain tipping points induce common pool resource destruction",ENG01569,"Maas, Goemans, Manning, Kroll, & Brown (2017)",ENG,,,10.1016/j.geb.2017.06.009
Self-disclosure and two kinds of trust,ENG01570,"MacDonald, Kessel, & Fuller (1972)",ENG,,,10.2466/pr0.1972.30.1.143
Cooperative behaviour and prosocial reputation dynamics in a Dominican village,ENG01571,"Macfarlan, Quinlan, & Remiker (2003)",ENG,,,10.1098/rspb.2013.0557
Markets as a structural solution to knowledge-sharing dilemmas,ENG01572,Maciejovsky & Budescu (2013),ENG,,,10.1016/j.obhdp.2012.04.005
"Personality, payoff information, and behavior in a two-person bargaining game",ENG01573,Mack (1972),ENG,,,10.1016/0001-6918(72)90019-4
Information on the nature of the game as a determinant of behavior in the prisoner's dilemma,ENG01574,Mack & Knight (1974),ENG,,,10.3758/BF03328901
Sex role identification and behavior in a reiterated Prisoner's Dilemma game,ENG01575,"Mack, Auburn, & Knight (1971)",ENG,,,10.3758/BF03329005
The neural bases of framing effects in social dilemmas,ENG01576,"Macoveanu, Ramsoy, Skov, Siebner, & Fosgaard (2016)",ENG,,,10.1037/npe0000050
PAVLOV and the Evolution of Cooperation: An Experimental Test,ENG01577,Macy (1995),ENG,,,10.2307/2787147
Do Cognitive Processes Influence Social Preferences? Testing the social heuristics hypothesis in a sequential prisoner's dilemma,ENG01578,Madland (2017),ENG,,,NA
Cooperative and Competitive Motivation of Children in Three Mexican Sub-cultures,ENG01579,Madsen (1967),ENG,,,10.2466/pr0.1967.20.3c.1307
Ostracism and the provision of a public good: experimental evidence,ENG01580,"Maier-Rigaud, Martinsson & Staffiero (2010)",ENG,,,10.1016/j.jebo.2009.11.001
Small group dynamics and foreign policymaking: Empirical Evidence from Experiments of Repeated Prisoners Dilemma Game,ENG01581,Majeski (2008),ENG,,,NA
Conflict And Cooperation in International Relations,ENG01582,Majeski & Fricks (1995),ENG,,,10.1177/0022002795039004002
Between-group competition elicits within-group cooperation in children,ENG01583,Majolo & Maréchal (2017),ENG,,,10.1038/srep43277
Human friendship favours cooperation in the iterated prisoner's dilemma,ENG01584,"Majolo, Ames, Brumpton, Garratt, Hall & Wilson (2006)",ENG,,,10.1163/156853906778987506
"""Pay what you want"" as threshold public good provision",ENG01585,"Mak, Zwick, Rao & Pattaratanakun (2015)",ENG,,,10.1016/j.obhdp.2014.11.004
Playing with other people's money: Contributions to public goods by trustees,ENG01586,"Makowsky, Orman & Peart (2014)",ENG,Duplicate,,10.1016/j.socec.2014.08.003
Playing with other people's money: Contributions to public goods by trustees,ENG01587,"Makowsky, Orman, & Peart (2014)",ENG,Duplicate,,10.1016/j.socec.2014.08.003
Exacerbating the tragedy of the commons: Private inefficient outcomes and peer effect in experimental games with fishing communities,ENG01588,Maldonado & Moreno-Sanchez (2016),ENG,,,10.1371/journal.pone.0148403
Rethinking Reciprocity,ENG01589,"Malmendier, te Velde, & Weber (2013)",ENG,,,10.1146/annurev-economics-080213-041312
Friendship Patterns and Altruistic Behavior in Preadolescent Males,ENG01590,Mannarino (1976),ENG,,,10.1037/0012-1649.12.6.555
Resource Dilemmas and Discount Rates in Decision Making Groups,ENG01591,Mannix (1991),ENG,,,10.1016/0022-1031(91)90032-2
The impact of distributive uncertainty on coalition formation in organizations,ENG01592,Mannix & White (1992),ENG,,,10.1016/0749-5978(92)90011-U
Convergence of speech rate in conversation predicts cooperation,ENG01593,"Manson, Bryant, Gervais & Kline (2013)",ENG,,,10.1016/j.evolhumbehav.2013.08.001
"Defectors Cannot Be Detected during ""Small Talk"" with Strangers",ENG01594,"Manson, Gervais, & Kline (2013)",ENG,,,10.1371/journal.pone.0082531
Resilient cooperators stabilize long-run cooperation in the finitely repeated Prisoner's Dilemma,ENG01595,"Mao, Dworkin, Suri, & Watts (2017)",ENG,,,10.1038/ncomms13800
Two experiments in one: How accounting for context matters for welfare estimates,ENG01596,"Marette, Martin, & Bouillot (2017)",ENG,,,10.1016/j.foodpol.2016.11.004
The tragedy of the coffeehouse: Costly riding and how to avert it,ENG01597,Marinoff (1999),ENG,,,10.1177/0022002799043004002
The Association between Social Capital and Membership of Organisations amongst Polish Students,ENG01598,"Markowska-Przybyla, & Ramsey (2016)",ENG,,,10.14254/2071-789X.2016/9-4/19
Alternative rebate rules in the provision of a threshold public good: An experimental investigation,ENG01599,Marks & Croson (1998),ENG,,,10.1016/s0047-2727(97)00067-4
The effect of incomplete information in a threshold public goods experiment,ENG01600,Marks & Croson (1999),ENG,,,10.1023/A:1018316500800
"Competition, cooperation and collective choice",ENG01601,"Markussen, Reuben, & Tyran (2014)",ENG,,,10.1111/ecoj.12096
"Opponent's personality, expectation of social interaction, and interpersonal bargaining",ENG01602,"Marlowe, Gergen, & Doob (1966)",ENG,,,10.1037/h0022898
How is donation behaviour affected by the donations of others?,ENG01603,Martin & Randal (2008),ENG,,,10.1016/j.jebo.2007.08.001
A description-experience gap in social interactions: Information about interdependence and its effects on cooperation,ENG01604,"Martin, Gonzalez, Juvina & Lebiere (2014)",ENG,,,10.1002/bdm.1810
The effects of individual and context on aggression in repeated social interaction,ENG01605,"Martin, Juvina, Lebiere & Gozalez (2013)",ENG,,,10.1016/j.apergo.2012.04.014
Behavioural consequences of regret and disappointment in social bargaining games,ENG01606,"Martinez, Zeelenberg, & Rijsman (2011)",ENG,,,10.1080/02699931.2010.485889
Can teaching social dilemmas make people more prosocial? An experiment,ENG01607,"Martins, Fortmüller, & Powell (2017)",ENG,,,10.1080/08832323.2016.1270885
Social dilemmas: When self-control benefits cooperation,ENG01608,"Martinsson, Myrseth & Wollbrant (2014)",ENG,,,10.1016/j.joep.2014.09.004
Conditional cooperation and disclosure in developing countries,ENG01609,"Martinsson, Pham-Khanh & Villegas-Palacio (2013)",ENG,,,10.1016/j.joep.2012.09.005
Sex differences in a cooperative task,ENG01610,Marwell (1970),ENG,,,10.1002/bs.3830150210
"Experiments on the Provision of Public Goods I Resources, Interest, Group Size, and the Free-Rider Problem",ENG01611,Marwell & Ames (1979),ENG,,,10.1086/226937
"Experiments on the Provision of Public Goods II Provision Points, Stakes, Experience, and the Free-Rider Problem",ENG01612,Marwell & Ames (1980),ENG,,,10.1086/227094
"Economists free ride, does anyone else?",ENG01613,Marwell & Ames (1981),ENG,,,10.1016/0047-2727(81)90013-X
Cooperation in a three-person prisoner's dilemma,ENG01614,Marwell & Schmitt (1972),ENG,,,10.1037/h0032319
Minimizing differences in a maximizing difference game,ENG01615,"Marwell, Ratcliff, & Schmitt (1969)",ENG,,,10.1037/h0027574
Cooperation and interpersonal risk,ENG01616,"Marwell, Schmitt & Shotola (1971)",ENG,,,10.1016/0022-1031(72)90081-9
"Playing an n-person game, an experiment",ENG01617,Maschler (1965),ENG,,,NA
"Punishment, inequality, and welfare: a public good experiment",ENG01618,Masclet & Villeval (2008),ENG,,,10.1007/s00355-007-0291-7
Threat and punishment in public good experiments,ENG01619,"Masclet, Noussair & Villeval (2010)",ENG,,,10.1111/j.1465-7295.2011.00452.x
Monetary and Nonmonetary Punishment in the Voluntary Contributions Mechanism,ENG01620,"Masclet, Noussair, Tucker & Villeval (2003)",ENG,,,10.1257/000282803321455359
The role of gender in a non-cooperative game,ENG01621,"Mason, Phillips, & Redington (1991)",ENG,,,10.1016/0167-2681(91)90030-2
Ingroup favoritism and intergroup cooperation under indirect reciprocity based on group reputation,ENG01622,Masuda (2012),ENG,,,10.1016/j.jtbi.2012.07.002
The minimum approval mechanism implements the efficient public good allocation theoretically and experimentally,ENG01623,"Masuda, Okano, & Saijo (2014)",ENG,,,10.1016/j.geb.2013.10.003
Cooperation and competition in intercultural interactions,ENG01624,Matsumoto & Hwang (2011),ENG,,,10.1016/j.ijintrel.2011.02.017
Preschoolers' Moral Actions and Emotions in Prisoner's Dilemma,ENG01625,"Matsumoto, Haan, Yabrove, Theodorou, & Carney (1986)",ENG,,,10.1037/0012-1649.22.5.663
Prosocial behavior increases with age across five economic games,ENG01626,"Matsumoto, Yamagishi, Li, & Kiyonari (2016)",ENG,,,10.1371/journal.pone.0158671
Income redistribution and public good provision: an experiment,ENG01627,"Maurice, Rouaix & Willinger (2013)",ENG,,,10.1111/iere.12024
Competition and cooperation between groups and between individuals,ENG01628,"McCallum, Harring, Gilmore, & Drenan, Chase, Insko, & Thibaut  (1984)",ENG,,,10.1016/0022-1031(85)90032-0
The give-or-take-some dilemma: An empirical investigation of a hybrid social dilemma,ENG01629,"McCarter, Budescu, & Scheffran (2011)",ENG,,,10.1016/j.obhdp.2011.02.002
Is it even worth it? The effect of loss prospects in the outcome distribution of a public goods dilemma,ENG01630,"McCarter, Rockmann & Northcraft (2010)",ENG,,,10.1016/j.obhdp.2009.06.003
Divided loyalists or conditional cooperators? Creating consensus about cooperation in multiple simultaneous social dilemmas,ENG01631,"McCarter, Samek & Sheremeta (2014)",ENG,,,10.1177/1059601114551606
Development of social motives in Anglo-American and Mexican-American children,ENG01632,McClintock (1974),ENG,,,10.1037/h0036019
"Role of interdependence structure, individual value orientation, and another's strategy in social decision making: A transformational analysis",ENG01633,McClintock & Liebrand (1988),ENG,,,10.1037//0022-3514.55.3.396
Reward Level and Game Playing Behavior,ENG01634,McClintock & McNeel (1966c),ENG,,,10.1177/002200276601000108
"Societal membership, score status, and game behavior: A phenomenological analysis",ENG01635,McClintock & McNeel (1966d),ENG,,,10.1080/00207596608247192
Prior dyadic experience and monetary reward as determinants of cooperative and competitive game behavior,ENG01636,McClintock & McNeel (1967),ENG,,,10.1037/h0024305
Cross Cultural Comparisons of Interpersonal Motives,ENG01637,McClintock & NcNeel (1966a),ENG,,,10.2307/2786296
Reward and score feedback as determinants of cooperative and competitive game behavior,ENG01638,McClintock & NcNeel (1966b),ENG,,,10.1037/h0023986
Development of competitive game behavior in children across two cultures,ENG01639,McClintock & Nuttin (1969),ENG,,,10.1016/0022-1031(69)90047-X
